2017-09-12 00:00:00  -1.8347       34.162
2017-09-13 00:00:00  -1.8405       34.164
2017-09-14 00:00:00  -1.8266        34.17
2017-09-15 00:00:00  -1.8156       34.173
2017-09-16 00:00:00  -1.8215       34.175
2017-09-17 00:00:00  -1.8252       34.176
2017-09-18 00:00:00  -1.8259       34.178
2017-09-19 00:00:00  -1.8252       34.179
2017-09-20 00:00:00  -1.8288       34.179
2017-09-21 00:00:00   -1.831       34.181
2017-09-22 00:00:00  -1.8347       34.182
2017-09-23 00:00:00  -1.8383       34.182
2017-09-24 00:00:00  -1.8405       34.184
2017-09-25 00:00:00   -1.842       34.184
2017-09-26 00:00:00  -1.8435       34.184
2017-09-27 00:00:00  -1.8449       34.184
2017-09-28 00:00:00  -1.8457       34.184
2017-09-29 00:00:00  -1.8486       34.181
2017-09-30 00:00:00  -1.8457       34.181
2017-10-01 00:00:00  -1.8413       34.179
2017-10-02 00:00:00  -1.8398       34.178
2017-10-03 00:00:00  -1.8435       34.175
2017-10-04 00:00:00  -1.8281       34.164
2017-10-05 00:00:00  -1.8318        34.15
2017-10-06 00:00:00  -1.8427       34.132
2017-10-07 00:00:00  -1.8501       34.106
2017-10-08 00:00:00  -1.8427       34.089
2017-10-09 00:00:00   -1.831       34.078
2017-10-10 00:00:00  -1.8288       34.072
2017-10-11 00:00:00   -1.831       34.068
2017-10-12 00:00:00  -1.8515       34.017
2017-10-13 00:00:00   -1.842       34.059
2017-10-14 00:00:00  -1.8537       34.051
2017-10-15 00:00:00  -1.8515       34.063
2017-10-16 00:00:00   -1.853       34.065
2017-10-17 00:00:00  -1.8552       34.066
2017-10-18 00:00:00  -1.8552       34.068
2017-10-19 00:00:00  -1.8977       34.048
2017-10-20 00:00:00  -1.8625       34.062
2017-10-21 00:00:00  -1.8589       34.065
2017-10-22 00:00:00  -1.8596       34.062
2017-10-23 00:00:00  -1.8581       34.062
2017-10-24 00:00:00   -1.864        34.05
2017-10-25 00:00:00  -1.8581       34.056
2017-10-26 00:00:00  -1.8632       34.051
2017-10-27 00:00:00  -1.8479       34.063
2017-10-28 00:00:00   -1.842       34.072
2017-10-29 00:00:00  -1.8625       34.071
2017-10-30 00:00:00  -1.8361       34.092
2017-10-31 00:00:00  -1.8354         34.1
2017-11-01 00:00:00  -1.8435       34.106
2017-11-02 00:00:00  -1.8486       34.118
2017-11-03 00:00:00  -1.8274       34.136
2017-11-04 00:00:00  -1.8361       34.095
2017-11-05 00:00:00  -1.8435       34.063
